"Indicator_Name","Indicator_Number","State","Type","Value","SE","CV","CI_Lower","CI_Upper","Indicator","Year"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"UT","1",15.06,5.1,0.339,8.52,21.6," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"UT","2",3.82,1.24,0.326,2.22,5.41," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"WA","2",2.97,2.92,0.983,0,6.71," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"WY","1",15.94,0.93,0.059,14.75,17.14," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"WY","2",16.51,11.92,0.722,1.24,31.79," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"BLM","NA",14.38,0.33,0.023,13.96,14.8," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"AZ","2",22.65,2.14,0.094,19.91,25.4," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"CA","1",0,0,0,0,0," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"CA","2",0,0,0,0,0," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"CO","1",16.53,1.37,0.083,14.77,18.29," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"CO","2",19.45,2.96,0.152,15.66,23.23," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"ID","1",0,0,0,0,0," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"ID","2",0,0,0,0,0," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"MT","1",10.6,0.57,0.053,9.87,11.32," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"MT","2",14.17,1.2,0.085,12.62,15.71," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"NV","1",18.32,0.9,0.049,17.17,19.46," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"NV","2",12.83,1.03,0.081,11.5,14.15," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"NM","2",16.26,1.69,0.104,14.1,18.42," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"OR","1",18.2,0.89,0.049,17.06,19.34," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"OR","2",17.04,1.02,0.06,15.73,18.36," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"SD","2",9.8,9.63,0.983,0,22.14," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"UT","1",15.17,2.64,0.174,11.79,18.55," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"UT","2",12.65,0.95,0.075,11.43,13.86," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"WA","2",18.75,18.42,0.983,0,42.36," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"WY","1",10.99,0.35,0.032,10.54,11.44," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"WY","2",11.68,6.21,0.531,3.73,19.64," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"BLM","NA",9.45,1.13,0.12,8,10.9," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"AZ","2",60.59,12.31,0.203,44.82,76.37," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"CA","1",0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"CA","2",0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"CO","1",37.96,5.21,0.137,31.28,44.64," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"CO","2",44.56,11.47,0.257,29.86,59.26," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"ID","1",0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"ID","2",0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"MT","1",2.11,1.07,0.505,0.75,3.48," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"MT","2",30.15,12.48,0.414,14.16,46.14," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"NV","1",6.69,2.13,0.318,3.96,9.42," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"NV","2",0.82,0.65,0.788,0,1.65," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"NM","2",100,0,0,100,100," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"OR","1",19.45,4.03,0.207,14.28,24.62," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"OR","2",0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"SD","2",0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"UT","1",0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"UT","2",0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"WA","2",0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"WY","1",0.75,0.44,0.586,0.19,1.32," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"WY","2",0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"BLM","NA",90.55,1.13,0.013,89.1,92," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"AZ","2",39.41,12.31,0.312,23.63,55.18," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"CA","1",0,0,0,0,0," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"CA","2",0,0,0,0,0," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"CO","1",62.04,5.21,0.084,55.36,68.72," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"CO","2",55.44,11.47,0.207,40.74,70.14," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"ID","1",0,0,0,0,0," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"ID","2",0,0,0,0,0," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"MT","1",97.89,1.07,0.011,96.52,99.25," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"MT","2",69.85,12.48,0.179,53.86,85.84," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"NV","1",93.31,2.13,0.023,90.58,96.04," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"NV","2",99.18,0.65,0.007,98.35,100," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"NM","2",0,0,0,0,0," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"OR","1",80.55,4.03,0.05,75.38,85.72," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"OR","2",100,0,0,100,100," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"SD","2",100,98.26,0.983,0,100," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"UT","1",100,0,0,100,100," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"UT","2",100,0,0,100,100," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"WA","2",100,98.26,0.983,0,100," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"WY","1",99.25,0.44,0.004,98.68,99.81," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"WY","2",100,0,0,100,100," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"BLM","NA",9.11,0.2,0.021,8.85,9.36," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"AZ","2",7.38,0.56,0.076,6.66,8.1," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"CA","1",0,0,0,0,0," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"CA","2",0,0,0,0,0," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"CO","1",8.17,0.33,0.04,7.76,8.59," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"CO","2",8.85,0.97,0.11,7.6,10.1," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"ID","1",0,0,0,0,0," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"ID","2",0,0,0,0,0," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"MT","1",13.64,0.4,0.029,13.12,14.15," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"MT","2",11.55,1.78,0.154,9.28,13.83," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"NV","1",11.33,0.48,0.043,10.71,11.95," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"NV","2",7.69,0.5,0.065,7.05,8.34," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"NM","2",7.49,0.49,0.065,6.87,8.11," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"OR","1",9.55,0.32,0.034,9.14,9.97," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"OR","2",14.31,2.18,0.152,11.51,17.1," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"SD","2",15.02,14.76,0.983,0,33.93," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"UT","1",10.45,2.89,0.276,6.75,14.15," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"UT","2",9.32,0.58,0.062,8.58,10.07," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"WA","2",6.44,6.33,0.983,0,14.55," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"WY","1",8.44,0.22,0.027,8.15,8.72," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"70. Mean Herbaceous Species Height in Inches on BLM range",32,"WY","2",11.65,1.21,0.104,10.1,13.21," MEAN HERBACEOUS SPECIES HEIGHT IN INCHES ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"BLM","NA",21.78,0.81,0.037,20.74,22.82," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"AZ","2",13.02,2.04,0.157,10.41,15.64," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"CA","1",0,0,0,0,0," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"CA","2",0,0,0,0,0," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"CO","1",21.34,1.99,0.093,18.8,23.89," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"CO","2",22.92,6.35,0.277,14.78,31.06," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"ID","1",0,0,0,0,0," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"ID","2",0,0,0,0,0," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"MT","1",62.69,2.27,0.036,59.77,65.6," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"MT","2",53.64,14.42,0.269,35.16,72.12," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"NV","1",28.92,2.62,0.09,25.57,32.27," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"NV","2",5.8,1.42,0.244,3.99,7.62," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"NM","2",20.21,2.47,0.122,17.04,23.38," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"OR","1",29.35,1.97,0.067,26.82,31.87," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"OR","2",37.94,6.57,0.173,29.52,46.36," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"SD","2",73.27,71.99,0.983,0,100," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"UT","1",20.26,5.7,0.281,12.95,27.57," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"UT","2",9.95,1.98,0.199,7.41,12.48," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"WA","2",23.27,22.86,0.983,0,52.57," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"WY","1",34.05,1.51,0.044,32.11,35.99," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",33,"WY","2",57.23,9.15,0.16,45.5,68.95," PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","2020"
"72. Percent of Bare Ground on BLM range",34,"BLM","NA",25.55,0.97,0.038,24.31,26.78," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"72. Percent of Bare Ground on BLM range",34,"AZ","2",10.53,2.22,0.211,7.69,13.37," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"72. Percent of Bare Ground on BLM range",34,"CA","1",0,0,0,0,0," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"72. Percent of Bare Ground on BLM range",34,"CA","2",0,0,0,0,0," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"72. Percent of Bare Ground on BLM range",34,"CO","1",28.95,2.43,0.084,25.83,32.07," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"72. Percent of Bare Ground on BLM range",34,"CO","2",17.92,2.61,0.145,14.58,21.26," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"72. Percent of Bare Ground on BLM range",34,"ID","1",0,0,0,0,0," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"72. Percent of Bare Ground on BLM range",34,"ID","2",0,0,0,0,0," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"72. Percent of Bare Ground on BLM range",34,"MT","1",11.71,1.24,0.106,10.12,13.3," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"72. Percent of Bare Ground on BLM range",34,"MT","2",19.28,13,0.674,2.63,35.94," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"72. Percent of Bare Ground on BLM range",34,"NV","1",21.18,2.34,0.111,18.18,24.18," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"72. Percent of Bare Ground on BLM range",34,"NV","2",27.9,2.69,0.097,24.45,31.35," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"72. Percent of Bare Ground on BLM range",34,"NM","2",45.04,3.94,0.087,39.99,50.08," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"72. Percent of Bare Ground on BLM range",34,"OR","1",26.89,1.33,0.05,25.18,28.59," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"72. Percent of Bare Ground on BLM range",34,"OR","2",17.78,3.33,0.187,13.51,22.06," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"72. Percent of Bare Ground on BLM range",34,"SD","2",4.95,4.86,0.983,0,11.18," PERCENT OF BARE GROUND ON BLM RANGE","2020"
