Indicator_Name,Indicator_Number,State,Type,Value,SE,CV,CI_Lower,CI_Upper,Indicator,Year,xlab,ylab,var_type,figure_title,Index,figure_title_edit,caption
9. Estimated BLM range acres with BI >= 4,4,BLM,1,1586387.00,355625.00,0.22,1130635.00,2042139.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2012,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,1,499561.00,123489.00,0.25,341303.00,657818.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2014,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,1,439323.00,256205.00,0.58,110984.00,767663.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2018,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,2,2236059.00,892731.00,0.40,1091978.00,3380140.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2019,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,NA,7040212.00,980642.00,0.14,5783469.00,8296955.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2014,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,NA,5149373.00,1049939.00,0.20,3803822.00,6494925.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2018,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,2,6174494.00,871656.00,0.14,5057421.00,7291566.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2016,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,2,4315768.00,1121713.00,0.26,2878234.00,5753301.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2017,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,1,181779.00,108736.00,0.60,42428.00,321130.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2019,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,NA,2417838.00,934820.00,0.39,1219817.00,3615858.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2019,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
Estimated % of BLM range acres with BI >= 3,3,BLM,NA,5.88,1.19,0.20,4.36,7.40,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2019,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),5,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),
Estimated % of BLM range acres with BI >= 3,3,BLM,NA,11.64,0.91,0.08,10.48,12.80,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2018,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),5,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),
Estimated % of BLM range acres with BI >= 3,3,BLM,NA,15.18,1.25,0.08,13.58,16.77,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2015,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),5,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),
Estimated % of BLM range acres with BI >= 3,3,BLM,NA,14.59,1.04,0.07,13.25,15.92,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2016,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),5,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),
Estimated % of BLM range acres with BI >= 3,3,BLM,1,9.18,1.03,0.11,7.86,10.50,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2015,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),5,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),
Estimated % of BLM range acres with BI >= 3,3,BLM,1,12.14,1.27,0.10,10.52,13.77,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2018,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),5,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),
Estimated % of BLM range acres with BI >= 3,3,BLM,NA,16.94,1.83,0.11,14.59,19.29,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2012,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),5,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),
Estimated % of BLM range acres with BI >= 3,3,BLM,2,20.53,1.82,0.09,18.20,22.85,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2014,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),5,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),
Estimated % of BLM range acres with BI >= 3,3,BLM,1,7.50,1.73,0.23,5.29,9.72,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2011,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),5,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),
Estimated % of BLM range acres with BI >= 3,3,BLM,2,13.70,1.60,0.12,11.66,15.75,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2011,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),5,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),
Estimated % of BLM range acres with BI >= 3,3,BLM,2,7.48,1.85,0.25,5.11,9.86,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2019,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),5,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),
Estimated % of BLM range acres with BI >= 3,3,BLM,2,11.34,1.48,0.13,9.44,13.23,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2018,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),5,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),
Estimated % of BLM range acres with BI >= 3,3,BLM,1,8.42,1.07,0.13,7.05,9.79,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2017,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),5,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),
Estimated % of BLM range acres with BI >= 3,3,BLM,1,3.29,0.74,0.23,2.34,4.24,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2019,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),5,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),
Estimated % of BLM range acres with BI >= 3,3,BLM,2,18.16,1.68,0.09,16.01,20.31,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2015,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),5,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),
Estimated % of BLM range acres with BI >= 3,3,BLM,NA,15.43,1.20,0.08,13.90,16.96,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2014,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),5,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),
