"Indicator_Name","Indicator_Number","State","Type","Value","SE","CV","CI_Lower","CI_Upper","Indicator","Year","xlab","ylab","var_type","figure_title","Index","figure_title_edit","caption"
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"NM",2,100,0,0,100,100," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"BLM",NA,9.45,1.13,0.12,8,10.9," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"AZ",2,60.59,12.31,0.203,44.82,76.37," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"SD",2,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"UT",1,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"UT",2,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"WA",2,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"WY",1,0.75,0.44,0.586,0.19,1.32," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"WY",2,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"ID",1,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"ID",2,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"MT",1,2.11,1.07,0.505,0.75,3.48," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"MT",2,30.15,12.48,0.414,14.16,46.14," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"NV",1,6.69,2.13,0.318,3.96,9.42," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"OR",1,19.45,4.03,0.207,14.28,24.62," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"OR",2,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"BLM",NA,9.45,1.13,0.12,8,10.9," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"AZ",2,60.59,12.31,0.203,44.82,76.37," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"CA",1,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"CA",2,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"CO",1,37.96,5.21,0.137,31.28,44.64," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"CO",2,44.56,11.47,0.257,29.86,59.26," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"WY",1,0.75,0.44,0.586,0.19,1.32," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"WY",2,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"NM",2,100,0,0,100,100," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"OR",1,19.45,4.03,0.207,14.28,24.62," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"OR",2,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"NV",2,0.82,0.65,0.788,0,1.65," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"UT",1,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"UT",2,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"WA",2,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",27,"SD",2,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"CA",1,0,0,0,0,0," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",53,"Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",""
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"CA",2,0,0,0,0,0," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",53,"Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",""
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"CO",1,62.04,5.21,0.084,55.36,68.72," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",53,"Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",""
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"BLM",NA,90.55,1.13,0.013,89.1,92," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",53,"Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",""
"69. Percent Spreading Shaped Sagebrush on BLM range",31,"AZ",2,39.41,12.31,0.312,23.63,55.18," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",53,"Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",""
"69. Percent Spreading Shaped Sagebrush on BLM range",28,"BLM",NA,90.55,1.13,0.013,89.1,92," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",53,"Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",""
"69. Percent Spreading Shaped Sagebrush on BLM range",28,"AZ",2,39.41,12.31,0.312,23.63,55.18," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",53,"Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",""
"69. Percent Spreading Shaped Sagebrush on BLM range",28,"CA",1,0,0,0,0,0," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",53,"Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",""
"69. Percent Spreading Shaped Sagebrush on BLM range",28,"CA",2,0,0,0,0,0," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",53,"Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",""
"69. Percent Spreading Shaped Sagebrush on BLM range",28,"CO",1,62.04,5.21,0.084,55.36,68.72," PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",53,"Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",""
